BusStopCode,planning_area,Longitude,Latitude,Description,RoadName,subzone_name
46881,Sembawang,103.8052321,1.449830181,Old Chang Kee Bldg,Woodlands Loop,Senoko South
46891,Sembawang,103.8070354,1.44823909,Jordon Food Ind,Woodlands Loop,Senoko South
46901,Sembawang,103.8095148,1.447984183,Blk 15,Woodlands Loop,Senoko South
46911,Sembawang,103.810271,1.450689683,Opp Blk 20,Woodlands Loop,Senoko South
46921,Sembawang,103.81089,1.453315894,Opp Blk 22,Woodlands Link,Senoko South
46931,Sembawang,103.8078993,1.453053898,Opp W'Lands Spectrum 1,Woodlands Ave 9,Senoko South
46941,Sembawang,103.805477,1.451673065,Opp Nylect Engrg,Woodlands Ave 9,Senoko South
46951,Woodlands,103.791333,1.431436922,Blk 536A,Woodlands Dr 14,Woodlands South
46961,Woodlands,103.7928572,1.430489444,Blk 547,Woodlands Ave 4,Woodlands South
46969,Woodlands,103.7926997,1.430591818,Blk 532,Woodlands Ave 4,Woodlands South
46971,Woodlands,103.7903425,1.431875556,Woodgrove Pr Sch,Woodlands Ave 1,Woodlands South
46979,Woodlands,103.7906544,1.431305556,Opp Blk 507,Woodlands Ave 1,Woodlands South
46981,Woodlands,103.793617,1.42742,W'lands Sth Stn Exit 2,Woodlands Ave 1,Woodlands South
46989,Woodlands,103.7922126,1.428023346,W'lands Sth Stn Exit 1,Woodlands Ave 1,Woodlands South
46991,Woodlands,103.7958715,1.427640931,Blk 589,Woodlands Ave 1,Woodlands South
46999,Woodlands,103.7960033,1.427428261,Opp Blk 589,Woodlands Ave 1,Woodlands South
47011,Woodlands,103.7786312,1.450767663,Bef W'Lands Waterfront Pk,Admiralty Rd,North Coast
47019,Woodlands,103.7789293,1.450751552,Aft W'Lands Waterfront Pk,Admiralty Rd,Greenwood Park
47021,Woodlands,103.7832749,1.451134574,Khalsa Crescent Drug Rehab Ctr,Admiralty Rd West,North Coast
47029,Woodlands,103.7825232,1.450965504,Opp Khalsa Crescent Drug Rehab Ctr,Admiralty Rd West,Greenwood Park
47031,Woodlands,103.788144,1.451763611,Bef Keramat Rd,Admiralty Rd West,North Coast
47039,Woodlands,103.7890522,1.451569222,Aft View Rd,Admiralty Rd West,Greenwood Park
47041,Woodlands,103.7916431,1.452568611,Opp W'Lands Auto Hub,Admiralty Rd West,North Coast
47049,Woodlands,103.7925805,1.452465241,W'Lands Auto Hub,Admiralty Rd West,Senoko West
47051,Woodlands,103.7956028,1.4544975,Aft W'Lands Ind Pk E4,Admiralty Rd West,North Coast
47059,Woodlands,103.7954729,1.453964502,Bef W'Lands Ind Pk E4,Admiralty Rd West,Senoko West
47061,Sembawang,103.7980842,1.45605441,Aft Attap Valley Rd,Admiralty Rd West,Senoko North
47069,Woodlands,103.7987707,1.455939081,Nth Tech,Admiralty Rd West,Senoko West
47071,Sembawang,103.8021484,1.45761032,Bef British American Tobacco,Admiralty Rd West,Senoko North
47079,Sembawang,103.802996,1.457864313,Opp British American Tobacco,Admiralty Rd West,Senoko South
47081,Sembawang,103.8038341,1.462023364,Aft Senoko Cres,Senoko Rd,Senoko North
47089,Sembawang,103.8038792,1.462278772,Aft Senoko Dr,Senoko Rd,Senoko North
47091,Sembawang,103.8060256,1.464596626,Bef Senoko Cres,Senoko Dr,Senoko North
47099,Sembawang,103.8052991,1.464007084,MASTERDON,Senoko Dr,Senoko North
47101,Sembawang,103.8090658,1.466537222,Aft Senoko Ave,Senoko Dr,Senoko North
47109,Sembawang,103.8086186,1.466084167,Maxsteel Enterprise,Senoko Dr,Senoko North
47111,Sembawang,103.8110018,1.466191848,Bef Senoko Way,Senoko Ave,Senoko North
47119,Sembawang,103.81068,1.46646105,Aft Senoko Way,Senoko Ave,Senoko North
47121,Sembawang,103.802785,1.463713249,Opp Lian Aik Siong Machinery,Senoko Rd,Senoko North
47129,Sembawang,103.8029824,1.463693293,Lian Aik Siong Machinery,Senoko Rd,Senoko North
47131,Sembawang,103.8022244,1.466642243,Fuji Oil S'Pore,Senoko Rd,Senoko North
47141,Sembawang,103.8036778,1.467569588,Bef Sc Auto,Senoko Rd,Senoko North
47151,Sembawang,103.8039726,1.466273332,Aft Scania S'Pore,Senoko Rd,Senoko North
47169,Sembawang,103.8005973,1.460925048,CHUAN LIM CONSTRN,Senoko Dr,Senoko North
47179,Sembawang,103.7988074,1.458284248,Comfortdelgro Engrg,Senoko Loop,Senoko North
47189,Sembawang,103.8012929,1.459003167,K.U.S. Holdings,Senoko Loop,Senoko North
47199,Sembawang,103.8026613,1.461235836,Bef Senoko Dr,Senoko Loop,Senoko North
47201,Woodlands,103.7848997,1.448472,W'lands Nth Stn,Nth Woodlands Dr,Greenwood Park
47491,Woodlands,103.8004889,1.431021111,TWIN FOUNTAINS,Woodlands Ave 6,Woodlands South
47499,Woodlands,103.8006081,1.430773889,OPP TWIN FOUNTAINS,Woodlands Ave 6,Woodlands South
47501,Woodlands,103.7947023,1.430462083,Opp Blk 583,Woodlands Dr 16,Woodlands South
47509,Woodlands,103.7948411,1.430331111,BLK 583,Woodlands Dr 16,Woodlands South
47511,Woodlands,103.7964478,1.431903546,Blk 554,Woodlands Dr 16,Woodlands South
47521,Woodlands,103.7981359,1.431653461,Opp Blk 575,Woodlands Dr 16,Woodlands South
47529,Woodlands,103.7981161,1.431536111,BLK 573A,Woodlands Dr 16,Woodlands South
47539,Woodlands,103.7976628,1.428705552,Opp Woodgrove Sec Sch,Woodlands Ave 6,Woodlands South
47541,Woodlands,103.8033416,1.437892019,Blk 639,Woodlands Ave 6,Woodlands East
47549,Woodlands,103.8035235,1.437904852,Opp Blk 639,Woodlands Ave 6,Woodlands East
47551,Woodlands,103.8018876,1.434726238,Blk 630,Woodlands Ave 6,Woodlands East
47559,Woodlands,103.8020456,1.434612545,Opp Blk 630,Woodlands Ave 6,Woodlands East
47561,Woodlands,103.7988516,1.433208201,Blk 620,Woodlands Ave 5,Woodlands East
47569,Woodlands,103.7987804,1.432919455,Opp Blk 620,Woodlands Ave 5,Woodlands South
47571,Woodlands,103.7963972,1.433490241,Blk 618,Woodlands Ave 5,Woodlands East
47579,Woodlands,103.7959702,1.433313474,Blk 556,Woodlands Ave 5,Woodlands South
47581,Woodlands,103.7935267,1.43464495,Opp Blk 521,Woodlands Ave 5,Midview
47589,Woodlands,103.7925444,1.434791069,Blk 519A CP,Woodlands Ave 5,Woodlands South
47591,Woodlands,103.8025081,1.439738727,Bef Admiralty Stn/Blk 680,Woodlands Ave 6,Woodlands East
47599,Woodlands,103.8026315,1.439926422,Blk 683A,Woodlands Ave 6,Woodlands East
47601,Woodlands,103.8030491,1.4421188,Blk 793,Woodlands Ave 7,Woodlands East
47609,Woodlands,103.8030947,1.441849418,Opp Blk 793,Woodlands Ave 7,Woodlands East
47611,Woodlands,103.8062228,1.443887062,Woodsvale Condo,Woodlands Ave 7,Woodlands East
47619,Woodlands,103.8071378,1.444306976,Opp Woodsvale Condo,Woodlands Ave 7,Woodlands East
47621,Sembawang,103.8098277,1.446892181,Aft Gambas Ave,Woodlands Ave 7,Senoko South
47629,Sembawang,103.8098574,1.446678082,Seagate,Woodlands Ave 7,Senoko South
47641,Woodlands,103.8037286,1.439231434,Blk 681A,Woodlands Dr 62,Woodlands East
47649,Woodlands,103.803676,1.439094532,Opp Blk 681B,Woodlands Dr 62,Woodlands East
47651,Woodlands,103.8052552,1.441697109,Blk 684B,Woodlands Dr 73,Woodlands East
47659,Woodlands,103.8054591,1.441463499,Blk 685A,Woodlands Dr 73,Woodlands East
47661,Woodlands,103.8027544,1.444451891,Blk 788E,Woodlands Cres,Woodlands East
47671,Woodlands,103.803336,1.446563,Opp Admiralty Sec Sch,Woodlands Cres,Woodlands East
47681,Woodlands,103.8044862,1.444578456,Woodsvale Condo,Woodlands Cres,Woodlands East
47711,Invalid,103.7644234,1.463458341,JB Sentral Bus Ter,Jln Jim Quee,NA
47751,Serangoon,103.867019,1.376956,Blk 691D,Upp Thomson Rd,Serangoon North Ind Estate
47759,Ang Mo Kio,103.844173,1.38232,Blk 694C,Woodlands Dr 62,Yio Chu Kang
47801,Sembawang,103.8129835,1.46417401,Sunshine Bakery,Admiralty Rd West,Senoko North
47809,Sembawang,103.8135875,1.463791838,Opp Sunshine Bakery,Admiralty Rd West,Sembawang North
47811,Sembawang,103.8089871,1.462376923,W'Lands Sunny Food,Admiralty Rd West,Senoko North
47819,Sembawang,103.8100509,1.462558013,Opp W'Lands Sunny Food,Admiralty Rd West,Sembawang North
47821,Sembawang,103.8058293,1.460777177,Opp Sumitomo Bakelite S'pore,Admiralty Rd West,Senoko North
47829,Sembawang,103.8061739,1.460546319,Sumitomo Bakelite S'pore,Admiralty Rd West,Senoko South
48009,Choa Chu Kang,103.7583,1.383764,Bt Panjang Temp Bus Pk,Woodlands Rd,Teck Whye
48011,Mandai,103.774494,1.410536057,Opp Mandai Camp 2,Mandai Rd,Mandai West
48019,Central Water Catchment,103.7754724,1.410478903,Mandai Camp 2,Mandai Rd,Central Water Catchment
48021,Mandai,103.7794566,1.410919357,Aft Mandai Lake Rd,Mandai Rd,Mandai West
48029,Central Water Catchment,103.7796855,1.410565092,Bef Mandai Lake Rd,Mandai Rd,Central Water Catchment
48031,Mandai,103.7831698,1.41109191,LP 162,Mandai Rd,Mandai West
48039,Central Water Catchment,103.7832092,1.410756066,LP 159,Mandai Rd,Central Water Catchment
48041,Mandai,103.7889211,1.412683175,Aft Jln Ulu Sembawang,Mandai Rd,Mandai West
48049,Central Water Catchment,103.7893038,1.412391856,Bef Jln Ulu Sembawang,Mandai Rd,Central Water Catchment
48051,Mandai,103.797375,1.415293819,Mandai Agrotech Pk,Mandai Rd,Mandai West
48059,Central Water Catchment,103.7976321,1.415021092,Opp Mandai Agrotech Pk,Mandai Rd,Central Water Catchment
48061,Mandai,103.8038515,1.415831547,Bef Mandai Ave,Mandai Rd,Mandai West
48069,Central Water Catchment,103.8020347,1.416011561,Aft Mandai Ave,Mandai Rd,Central Water Catchment
48071,Central Water Catchment,103.8057861,1.411763315,Mandai Crematorium,Mandai Rd,Central Water Catchment
48079,Central Water Catchment,103.8052945,1.413148853,Opp Mandai Crematorium,Mandai Rd,Central Water Catchment
48081,Central Water Catchment,103.8089254,1.405421375,Opp Upp Seletar Reservoir,Mandai Rd,Central Water Catchment
48089,Central Water Catchment,103.8079534,1.405609912,Upp Seletar Reservoir,Mandai Rd,Central Water Catchment
48091,Yishun,103.8123803,1.402747778,SCDF Nee Soon Camp,Mandai Rd,Nee Soon
48099,Yishun,103.8120012,1.402927621,Opp SCDF Nee Soon Camp,Mandai Rd,Nee Soon
48101,Yishun,103.8143997,1.402410386,Aft Meng Suan Rd,Mandai Rd,Nee Soon
48109,Yishun,103.8140149,1.402205358,Opp Meng Suan Rd,Mandai Rd,Nee Soon
48111,Central Water Catchment,103.7796635,1.40944188,Aft Mandai Rd,Mandai Lake Rd,Central Water Catchment
48119,Central Water Catchment,103.7792909,1.409618517,Bef Mandai Rd,Mandai Lake Rd,Central Water Catchment
48131,Central Water Catchment,103.7893569,1.404623883,S'Pore Zoo,Mandai Lake Rd,Central Water Catchment
48141,Mandai,103.8094963,1.415570856,Opp Mandai Crematorium & Columbarium,Mandai Ave,Mandai East
48149,Yishun,103.809079,1.415210805,Mandai Crematorium & Columbarium,Mandai Ave,Nee Soon
49011,Sungei Kadut,103.7522825,1.410518032,Opp Kim Hock Corp Pte Ltd,Sg Kadut St 1,Pang Sua
49019,Sungei Kadut,103.7524472,1.410543055,Kim Hock Corp Pte Ltd,Sg Kadut St 1,Pang Sua
49021,Sungei Kadut,103.7517702,1.41337475,WHYE WAH DEVT & CONSTRN,Sg Kadut St 1,Pang Sua
49029,Sungei Kadut,103.7518955,1.413591282,SIT LEY TIMBER,Sg Kadut St 1,Pang Sua
49031,Sungei Kadut,103.7512437,1.416316047,Opp Crown Alliance Industries,Sg Kadut St 1,Pang Sua
49039,Sungei Kadut,103.7513664,1.416653866,Asia Rattan Trading Co,Sg Kadut St 1,Pang Sua
49041,Sungei Kadut,103.7507174,1.419266296,DHdeco Pte Ltd,Sg Kadut St 1,Pang Sua
49049,Sungei Kadut,103.7507463,1.420040468,Sim Hup Co,Sg Kadut St 1,Pang Sua
49051,Sungei Kadut,103.7501017,1.422766963,Aft Sg Kadut Eating Hse,Sg Kadut St 1,Reservoir View
49059,Sungei Kadut,103.7501925,1.423181992,Aft LCS Optiroc Pte Ltd,Sg Kadut St 1,Reservoir View
49061,Sungei Kadut,103.7489449,1.426126044,Poh Cheong Concrete Products,Sg Kadut St 1,Reservoir View
49069,Sungei Kadut,103.7488734,1.426439925,Tropical Furniture Ltd,Sg Kadut St 1,Reservoir View
49071,Sungei Kadut,103.7470742,1.429209369,Opp Wason Wood Ind,Sg Kadut Dr,Reservoir View
49079,Sungei Kadut,103.7472176,1.429368403,Wason Wood Ind,Sg Kadut Dr,Reservoir View
49081,Sungei Kadut,103.7484696,1.433925697,Aft Kranji Cres,Sg Kadut Dr,Reservoir View
49089,Sungei Kadut,103.7486019,1.433878889,Bef Kranji Cres,Sg Kadut Dr,Reservoir View
49091,Sungei Kadut,103.7564103,1.427538889,Opp Kranji Wtr Reclam Plt,Kranji Rd,Kranji
49099,Sungei Kadut,103.7566,1.42763,AFT KRANJI WATER RECLAMATION PLANT,Kranji Rd,Kranji
49101,Sungei Kadut,103.7558463,1.430192651,Opp Ordinance Supply Base,Kranji Rd,Kranji
49109,Sungei Kadut,103.7562262,1.428851545,Kranji Wtr Reclam Plt,Kranji Rd,Kranji
49111,Sungei Kadut,103.7554333,1.432459722,Aft Jln Lam Huat,Kranji Rd,Kranji
49119,Sungei Kadut,103.7556844,1.432187271,Blk 2,Kranji Rd,Kranji
49121,Sungei Kadut,103.7549427,1.435287378,Aft SMRT Buses Kranji Depot,Kranji Rd,Kranji
49129,Sungei Kadut,103.7552111,1.434875119,Lip Guan Ind,Kranji Rd,Kranji
49131,Sungei Kadut,103.7536119,1.408121819,Tan Chiang Bros Marble,Sg Kadut Ave,Pang Sua
49139,Sungei Kadut,103.7535209,1.407971953,Bef Sg Kadut Way,Sg Kadut Ave,Pang Sua
49141,Sungei Kadut,103.7436539,1.438306578,Ctrl Granite Ind,Kranji Way,Reservoir View
49149,Sungei Kadut,103.7431625,1.438419103,Bef Fishing Ground A,Kranji Way,Reservoir View
49151,Sungei Kadut,103.7468403,1.4366675,Daiya Engrg,Kranji Way,Reservoir View
49159,Sungei Kadut,103.7458126,1.437071874,Econ Group,Kranji Way,Reservoir View
49169,Sungei Kadut,103.7485507,1.435632665,Tong Seng Concrete Ltd,Kranji Way,Reservoir View
49171,Sungei Kadut,103.7508663,1.43471927,OPP SHINGDA CONSTRN,Kranji Way,Reservoir View
49179,Sungei Kadut,103.7505332,1.434679676,Aft Kranji Cres,Kranji Way,Reservoir View
49181,Sungei Kadut,103.7540664,1.436898167,Dapolite Ind,Kranji Loop,Kranji
49189,Sungei Kadut,103.7537345,1.436469771,Aft Kranji Rd,Kranji Loop,Kranji
49199,Lim Chu Kang,103.7357845,1.438367428,Kranji Reservoir Pk B,Kranji Way,Lim Chu Kang
49209,Lim Chu Kang,103.7298381,1.445136675,Sg Buloh Wetland Reserve,Neo Tiew Cres,Lim Chu Kang
49211,Lim Chu Kang,103.735096,1.438687412,PUB Quarter,Kranji Way,Lim Chu Kang
49219,Lim Chu Kang,103.735623,1.438537582,Opp PUB Quarter,Kranji Way,Lim Chu Kang
49229,Lim Chu Kang,103.7321017,1.440307778,Long Kuan Hung Crocodile Farm,Neo Tiew Cres,Lim Chu Kang
49239,Lim Chu Kang,103.7279275,1.440578932,Opp Nyee Phoe Group,Neo Tiew Cres,Lim Chu Kang
49249,Lim Chu Kang,103.7254678,1.437055207,Aft Neo Tiew Rd,Neo Tiew Cres,Lim Chu Kang
50011,Kallang,103.8471978,1.31182,Opp Parish Of Christ Ch,Kg Java Rd,Kampong Java
50019,Kallang,103.8476386,1.31194891,Parish Of Christ Ch,Keng Lee Rd,Kampong Java
50021,Novena,103.844217,1.317353354,United Sq/Bef Novena Stn,Thomson Rd,Moulmein
50029,Novena,103.8448428,1.316479416,Opp United Sq,Thomson Rd,Moulmein
50031,Novena,103.8417717,1.321273073,Opp Novena Ch,Thomson Rd,Moulmein
50037,Novena,103.842243,1.321099684,Novena Stn Exit B,Thomson Rd,Balestier
50038,Novena,103.8434386,1.31962671,Novena Stn,Thomson Rd,Moulmein
50041,Novena,103.8416155,1.323623333,Novena Lodge,Thomson Rd,Malcolm
50049,Novena,103.8418933,1.323541087,Opp Novena Lodge,Thomson Rd,Balestier
50051,Novena,103.8418119,1.325878056,Thomson Med Ctr,Thomson Rd,Malcolm
50059,Novena,103.8421174,1.324894534,Opp Thomson Med Ctr,Thomson Rd,Balestier
50061,Novena,103.8414379,1.317435,Opp Hotel Royal,Newton Rd,Moulmein
50069,Novena,103.8416478,1.317021631,Hotel Royal,Newton Rd,Moulmein
50071,Kallang,103.847075,1.31572307,Bef Carlisle Rd,Norfolk Rd,Kampong Java
50079,Kallang,103.8469337,1.315839417,Opp Carlisle Rd,Norfolk Rd,Kampong Java
50081,Kallang,103.8502485,1.316631636,Pek Kio Mkt,Owen Rd,Kampong Java
50089,Kallang,103.8504472,1.316654934,Blk 51/Opp Pek Kio Mkt,Owen Rd,Kampong Java
50111,Novena,103.846555,1.31875833,Revival Ctr Ch,Moulmein Rd,Moulmein
50119,Novena,103.8458185,1.318295032,St. Joseph Instn Jnr,Moulmein Rd,Moulmein
50121,Novena,103.8493392,1.319303042,Natl Skin Ctr,Moulmein Rd,Moulmein
50129,Novena,103.8492903,1.318988088,Opp Tan Tock Seng Hosp,Moulmein Rd,Moulmein
50159,Novena,103.8532662,1.324560661,Bef Kim Keat Lane,Kim Keat Rd,Balestier
50161,Novena,103.8436601,1.326657006,Bef Jln Dusun,Balestier Rd,Balestier
50169,Novena,103.8442081,1.326474012,Aft Irrawaddy Rd,Balestier Rd,Balestier
50171,Novena,103.84641,1.326633889,Zhongshan Mall,Balestier Rd,Balestier
50179,Novena,103.8464203,1.326404021,Opp Zhongshan Mall,Balestier Rd,Balestier
50189,Novena,103.8484919,1.326062296,Opp Public Mansion,Balestier Rd,Balestier
50191,Novena,103.8490239,1.326045,Bef Balestier Plaza,Balestier Rd,Balestier
50199,Novena,103.8505089,1.324968248,Opp Shaw Plaza,Balestier Rd,Balestier
50201,Novena,103.8509656,1.324904722,Shaw Plaza,Balestier Rd,Balestier
50209,Novena,103.8515818,1.323927828,Aft Pegu Rd,Balestier Rd,Balestier
50211,Novena,103.8525671,1.323069687,Opp Balestier Pt,Balestier Rd,Balestier
50221,Novena,103.8530378,1.321438059,Bef Blk 104,Balestier Rd,Balestier
50229,Novena,103.8528349,1.320957647,Opp Blk 104,Balestier Rd,Balestier
50231,Kallang,103.8549258,1.318724722,Northlight Sch,Balestier Rd,Bendemeer
50239,Kallang,103.8552335,1.318301,S'pore Indian Assn,Balestier Rd,Kampong Java
50241,Kallang,103.8572754,1.317248028,Opp S'pore Khalsa Assn,Balestier Rd,Bendemeer
50249,Kallang,103.857005,1.317187,S'pore Khalsa Assn,Balestier Rd,Kampong Java
50251,Kallang,103.854865,1.312405,Farrer Pk Stn Exit A,Rangoon Rd,Farrer Park
50259,Rochor,103.8550789,1.312363889,Opp Farrer Pk Stn,Rangoon Rd,Lavender
50261,Kallang,103.8532233,1.316088272,Kentish Lodge,Rangoon Rd,Kampong Java
50279,Kallang,103.8526781,1.31251,Farrer Pk Stn Exit D,Gloucester Rd,Kampong Java
50301,Kallang,103.8517857,1.31587261,Kentish Green,Kent Rd,Kampong Java
50321,Kallang,103.8508308,1.313684504,Aft Gloucester Rd,Dorset Rd,Kampong Java
50331,Kallang,103.8572788,1.318629193,Blk 122,Mcnair Rd,Bendemeer
50349,Kallang,103.8595769,1.319304818,Blk 107,Towner Rd,Bendemeer
50351,Kallang,103.8485777,1.312160154,Farrer Pk Tennis Ctr,Dorset Rd,Kampong Java
50991,Novena,103.8562615,1.32337986,Blk 82,Whampoa Dr,Balestier
51011,Novena,103.8406111,1.327841667,Opp Tan Tong Meng Twr,Thomson Rd,Malcolm
51019,Novena,103.8406651,1.32894249,Thomson Flyover,Thomson Rd,Toa Payoh Central
51021,Novena,103.8391331,1.330411111,Old Police Academy,Thomson Rd,Mount Pleasant
51029,Toa Payoh,103.8397134,1.330254968,Opp Old Police Academy,Thomson Rd,Toa Payoh Central
51031,Toa Payoh,103.8385999,1.331629064,S'pore Polo Club,Thomson Rd,Mount Pleasant
51039,Toa Payoh,103.8388887,1.331658287,Opp S'pore Polo Club,Thomson Rd,Toa Payoh Central
51041,Novena,103.8379173,1.333435587,Opp SLF Cplx,Thomson Rd,Mount Pleasant
51049,Toa Payoh,103.8379581,1.333821315,SLF Cplx,Thomson Rd,Toa Payoh Central
51051,Novena,103.837078,1.336353527,AFT ANDREW RD,Thomson Rd,Mount Pleasant
51059,Novena,103.8373502,1.337032583,AFT TOA PAYOH RISE,Thomson Rd,Toa Payoh West
51069,Toa Payoh,103.8366044,1.341257853,Mt Alvernia Hosp,Thomson Rd,Toa Payoh West
51071,Central Water Catchment,103.8359658,1.34219257,Macritchie Reservoir,Thomson Rd,Central Water Catchment
51079,Central Water Catchment,103.8361539,1.341782899,Opp Macritchie Reservoir,Thomson Rd,Central Water Catchment
51081,Toa Payoh,103.8388881,1.340554969,Opp Marymount Convent Sch,Marymount Rd,Toa Payoh West
51089,Toa Payoh,103.8396258,1.341549697,Bef Marymount Convent Sch,Marymount Rd,Toa Payoh West
51091,Novena,103.8340187,1.326480609,Opp Catholic JC,PIE,Mount Pleasant
51099,Novena,103.8345342,1.325881667,Catholic JC,Whitley Rd,Malcolm
51101,Novena,103.8372482,1.327536375,Old Police Academy,PIE,Mount Pleasant
51109,Novena,103.8397081,1.327092778,Opp Old Police Academy,Whitley Rd,Malcolm
51111,Central Water Catchment,103.8327133,1.340648333,Opp Andrew Rd,Lornie Rd,Central Water Catchment
51119,Novena,103.8325758,1.340143056,Bef Andrew Rd,Lornie Rd,Mount Pleasant
51131,Bishan,103.8393477,1.344092618,Opp Braddell View,Braddell Rd,Marymount
51139,Toa Payoh,103.8403226,1.344366884,Braddell View,Braddell Rd,Toa Payoh West
52009,Toa Payoh,103.8469276,1.332020834,Toa Payoh Int,Lor 6 Toa Payoh,Toa Payoh Central
52011,Bishan,103.842634,1.345041273,Bef Bishan Rd,Braddell Rd,Marymount
52019,Toa Payoh,103.8436817,1.344033333,Aft Bishan Rd,Braddell Rd,Toa Payoh West
52021,Bishan,103.8476609,1.344313138,OPP BLK 1004,Braddell Rd,Bishan East
52029,Toa Payoh,103.8473654,1.343599183,Blk 1004,Braddell Rd,Braddell
52031,Bishan,103.8502616,1.34404853,OPP BLK 998,Braddell Rd,Bishan East
52039,Toa Payoh,103.8513031,1.343338177,Aft Muhajirin Mque,Braddell Rd,Braddell
52049,Novena,103.8597876,1.327211518,Blk 19,Jln Tenteram,Balestier
52051,Bishan,103.8546926,1.343388207,BLK 147,Braddell Rd,Bishan East
52059,Toa Payoh,103.8562259,1.343097459,Blk 219,Braddell Rd,Lorong 8 Toa Payoh
52061,Bishan,103.8587388,1.34352174,BCA Academy,Braddell Rd,Bishan East
52069,Toa Payoh,103.8585661,1.3431439,Comfortdelgro Corp Ltd,Braddell Rd,Lorong 8 Toa Payoh
52071,Toa Payoh,103.8438184,1.329914169,Trellis Twrs,Jln Toa Payoh,Toa Payoh Central
52079,Novena,103.8438289,1.329314772,Opp Trellis Twrs,Jln Toa Payoh,Balestier
52081,Toa Payoh,103.8608408,1.330813893,Aft Blk 195,Jln Toa Payoh,Kim Keat
52089,Novena,103.8602737,1.329916903,Opp Blk 195,Jln Toa Payoh,Balestier
52099,Novena,103.8548891,1.326523285,Opp NKF,Kim Keat Rd,Balestier
52109,Novena,103.8581711,1.326976667,Bet Blks 33/34,Jln Bahagia,Balestier
52119,Novena,103.8581076,1.327826759,Opp Blk 65,Jln Tenteram,Balestier
52129,Novena,103.8593811,1.325446667,Blk 29,Jln Bahagia,Balestier
52131,Toa Payoh,103.8441975,1.332207036,Blk 163,Lor 1 Toa Payoh,Toa Payoh Central
52139,Toa Payoh,103.8440442,1.332718333,Oleander Twrs,Lor 1 Toa Payoh,Toa Payoh Central
52141,Toa Payoh,103.8433346,1.336277405,Philips S'pore,Lor 1 Toa Payoh,Toa Payoh West
52149,Toa Payoh,103.843574,1.336404989,Opp Philips S'pore,Lor 1 Toa Payoh,Toa Payoh Central
52151,Toa Payoh,103.8436571,1.338340014,Blk 131,Lor 1 Toa Payoh,Toa Payoh West
52159,Toa Payoh,103.8438564,1.338108035,Blk 128,Lor 1 Toa Payoh,Toa Payoh West
52161,Toa Payoh,103.8454065,1.340938301,Braddell Stn/Blk 111,Lor 1 Toa Payoh,Toa Payoh West
52169,Toa Payoh,103.8446598,1.340131833,Blk 117,Lor 1 Toa Payoh,Toa Payoh West
52171,Toa Payoh,103.8477798,1.340949885,Braddell Stn/Blk 107,Lor 1 Toa Payoh,Toa Payoh West
52179,Toa Payoh,103.8480349,1.340690181,Braddell Stn/Blk 106,Lor 1 Toa Payoh,Braddell
52181,Toa Payoh,103.8465607,1.33306634,Opp Toa Payoh Stn,Lor 2 Toa Payoh,Toa Payoh Central
52189,Toa Payoh,103.8467831,1.333185,Toa Payoh Stn,Lor 2 Toa Payoh,Toa Payoh Central
52191,Toa Payoh,103.8460839,1.336361386,Blk 138B,Lor 2 Toa Payoh,Toa Payoh Central
52199,Toa Payoh,103.8466386,1.335473017,Blk 84B,Lor 2 Toa Payoh,Toa Payoh Central
52201,Toa Payoh,103.8465076,1.339180307,Blk 121,Lor 2 Toa Payoh,Toa Payoh West
52209,Toa Payoh,103.8467845,1.339258732,Blk 101C CP,Lor 2 Toa Payoh,Braddell
52211,Toa Payoh,103.8408153,1.338321899,Lighthouse Sch,Toa Payoh Rise,Toa Payoh West
52219,Toa Payoh,103.8408689,1.338145284,Bef Caldecott Stn,Toa Payoh Rise,Toa Payoh West
52221,Toa Payoh,103.8482286,1.338011621,Opp Jackson Sq,Lor 3 Toa Payoh,Braddell
52229,Toa Payoh,103.8488029,1.337750234,Jackson Sq,Lor 3 Toa Payoh,Braddell
52231,Toa Payoh,103.8487842,1.33430499,Opp Blk 177,Toa Payoh Ctrl,Toa Payoh Central
52239,Toa Payoh,103.8489481,1.334121944,Blk 177,Toa Payoh Ctrl,Toa Payoh Central
52241,Toa Payoh,103.838995,1.338046111,Opp Caldecott Stn,Toa Payoh Rise,Toa Payoh West
52249,Toa Payoh,103.8386,1.33783,Aft Caldecott Stn,Toa Payoh Rise,Toa Payoh West
52251,Toa Payoh,103.8514209,1.332969806,Chung Hwa Free Clinic,Lor 4 Toa Payoh,Toa Payoh Central
52259,Toa Payoh,103.8516569,1.332787465,Opp Chung Hwa Free Clinic,Lor 4 Toa Payoh,Boon Teck
52261,Toa Payoh,103.8512814,1.334031673,Opp Blk 73,Lor 4 Toa Payoh,Toa Payoh Central
52269,Toa Payoh,103.8514745,1.334042399,Blk 73,Lor 4 Toa Payoh,Boon Teck
52271,Toa Payoh,103.8497472,1.336831139,Jackson Sq,Lor 4 Toa Payoh,Braddell
52279,Toa Payoh,103.8499296,1.337024206,Blk 56,Lor 4 Toa Payoh,Boon Teck
52281,Toa Payoh,103.8536242,1.334446111,Blk 68,Lor 5 Toa Payoh,Boon Teck
52289,Toa Payoh,103.8538649,1.335019343,Blk 34,Lor 5 Toa Payoh,Boon Teck
52291,Toa Payoh,103.8522471,1.33697006,Blk 59,Lor 5 Toa Payoh,Boon Teck
52299,Toa Payoh,103.8523193,1.337159677,Blk 50,Lor 5 Toa Payoh,Boon Teck
