BusStopCode,Direction,Distance,Operator,ServiceNo,StopSequence
2061,1,21.8,SBST,70M,54
80151,1,22.5,SBST,70M,55
80161,1,23.2,SBST,70M,56
80211,1,24.8,SBST,70M,57
80251,1,25.5,SBST,70M,58
81169,1,26,SBST,70M,59
81159,1,26.5,SBST,70M,60
81149,1,26.8,SBST,70M,61
81139,1,27.2,SBST,70M,62
81129,1,27.4,SBST,70M,63
81119,1,27.7,SBST,70M,64
81109,1,28,SBST,70M,65
70251,1,28.5,SBST,70M,66
70261,1,28.9,SBST,70M,67
70271,1,29.1,SBST,70M,68
70281,1,29.7,SBST,70M,69
70291,1,30,SBST,70M,70
70301,1,30.3,SBST,70M,71
62011,1,30.6,SBST,70M,72
62021,1,30.8,SBST,70M,73
62031,1,31,SBST,70M,74
62041,1,31.4,SBST,70M,75
62051,1,31.9,SBST,70M,76
62149,1,32.1,SBST,70M,77
66351,1,32.5,SBST,70M,78
66371,1,32.9,SBST,70M,79
63361,1,33.3,SBST,70M,80
63181,1,33.7,SBST,70M,81
63191,1,34.1,SBST,70M,82
63201,1,34.3,SBST,70M,83
63211,1,34.6,SBST,70M,84
64101,1,35.1,SBST,70M,85
64111,1,35.5,SBST,70M,86
64121,1,35.9,SBST,70M,87
67079,1,36.2,SBST,70M,88
67069,1,36.6,SBST,70M,89
67059,1,36.9,SBST,70M,90
67049,1,37.3,SBST,70M,91
67039,1,37.5,SBST,70M,92
67029,1,37.8,SBST,70M,93
67019,1,38.1,SBST,70M,94
55109,1,38.4,SBST,70M,95
55089,1,38.8,SBST,70M,96
55079,1,39.1,SBST,70M,97
55059,1,39.6,SBST,70M,98
55049,1,39.9,SBST,70M,99
55221,1,40.3,SBST,70M,100
55231,1,40.7,SBST,70M,101
55319,1,41,SBST,70M,102
55309,1,41.3,SBST,70M,103
55189,1,41.6,SBST,70M,104
55509,1,42,SBST,70M,105
55509,1,0,SBST,71,1
55171,1,0.5,SBST,71,2
55029,1,1,SBST,71,3
55149,1,1.6,SBST,71,4
55139,1,1.9,SBST,71,5
54209,1,2.2,SBST,71,6
54199,1,2.5,SBST,71,7
54189,1,3,SBST,71,8
54219,1,3.2,SBST,71,9
54621,1,3.7,SBST,71,10
54611,1,4.1,SBST,71,11
54071,1,4.6,SBST,71,12
54081,1,5,SBST,71,13
54091,1,5.4,SBST,71,14
54531,1,5.9,SBST,71,15
53241,1,6.2,SBST,71,16
53231,1,6.8,SBST,71,17
53211,1,7.2,SBST,71,18
52021,1,7.6,SBST,71,19
52031,1,7.9,SBST,71,20
52051,1,8.5,SBST,71,21
53421,1,9,SBST,71,22
53251,1,9.4,SBST,71,23
53221,1,9.8,SBST,71,24
53239,1,10.2,SBST,71,25
53249,1,10.7,SBST,71,26
54539,1,11.1,SBST,71,27
54099,1,11.5,SBST,71,28
54089,1,11.8,SBST,71,29
54079,1,12.1,SBST,71,30
54619,1,12.7,SBST,71,31
54629,1,13,SBST,71,32
54211,1,13.5,SBST,71,33
54181,1,13.7,SBST,71,34
54191,1,14.1,SBST,71,35
54201,1,14.4,SBST,71,36
55131,1,14.7,SBST,71,37
55141,1,15,SBST,71,38
55021,1,15.6,SBST,71,39
55179,1,16.2,SBST,71,40
55189,1,16.6,SBST,71,41
55509,1,17,SBST,71,42
55509,1,0,SBST,72,1
55329,1,0.6,SBST,72,2
54351,1,1.1,SBST,72,3
54471,1,1.5,SBST,72,4
54481,1,1.8,SBST,72,5
54491,1,2.3,SBST,72,6
54501,1,2.5,SBST,72,7
54651,1,2.9,SBST,72,8
66451,1,3.2,SBST,72,9
66461,1,3.5,SBST,72,10
66471,1,3.8,SBST,72,11
64119,1,4.3,SBST,72,12
64491,1,4.7,SBST,72,13
64481,1,4.9,SBST,72,14
64471,1,5.2,SBST,72,15
64419,1,5.6,SBST,72,16
64331,1,6,SBST,72,17
64521,1,6.3,SBST,72,18
64559,1,6.5,SBST,72,19
64549,1,6.7,SBST,72,20
64019,1,7.3,SBST,72,21
63069,1,7.6,SBST,72,22
63249,1,8,SBST,72,23
64201,1,8.4,SBST,72,24
64211,1,8.7,SBST,72,25
64221,1,9.2,SBST,72,26
64131,1,9.5,SBST,72,27
64141,1,10.1,SBST,72,28
64151,1,10.5,SBST,72,29
64161,1,11,SBST,72,30
64171,1,11.3,SBST,72,31
64181,1,11.6,SBST,72,32
64191,1,12.1,SBST,72,33
73021,1,12.4,SBST,72,34
73031,1,12.8,SBST,72,35
74011,1,13.1,SBST,72,36
74021,1,13.5,SBST,72,37
74031,1,14,SBST,72,38
74041,1,14.4,SBST,72,39
75319,1,14.7,SBST,72,40
75299,1,15.2,SBST,72,41
75289,1,15.6,SBST,72,42
75279,1,15.9,SBST,72,43
75269,1,16.3,SBST,72,44
75121,1,16.7,SBST,72,45
75009,1,17.4,SBST,72,46
75009,2,0,SBST,72,1
75129,2,0.8,SBST,72,2
75261,2,1.1,SBST,72,3
75271,2,1.6,SBST,72,4
75281,2,1.9,SBST,72,5
75291,2,2.4,SBST,72,6
75311,2,3,SBST,72,7
74049,2,3.2,SBST,72,8
74039,2,3.7,SBST,72,9
74029,2,4.2,SBST,72,10
74019,2,4.7,SBST,72,11
73039,2,4.9,SBST,72,12
73029,2,5.3,SBST,72,13
64199,2,5.6,SBST,72,14
64189,2,5.9,SBST,72,15
64179,2,6.2,SBST,72,16
64169,2,6.5,SBST,72,17
64159,2,6.9,SBST,72,18
64149,2,7.2,SBST,72,19
64139,2,7.5,SBST,72,20
64229,2,8,SBST,72,21
64219,2,8.4,SBST,72,22
64209,2,8.8,SBST,72,23
63241,2,9.3,SBST,72,24
63061,2,9.6,SBST,72,25
64011,2,9.8,SBST,72,26
64541,2,10.4,SBST,72,27
64551,2,10.7,SBST,72,28
64529,2,10.9,SBST,72,29
64339,2,11.2,SBST,72,30
64411,2,11.5,SBST,72,31
64479,2,11.8,SBST,72,32
64489,2,12.1,SBST,72,33
64499,2,12.4,SBST,72,34
64111,2,12.6,SBST,72,35
66479,2,13.2,SBST,72,36
66459,2,13.6,SBST,72,37
54659,2,14,SBST,72,38
54509,2,14.5,SBST,72,39
54499,2,14.7,SBST,72,40
54489,2,15.3,SBST,72,41
54479,2,15.6,SBST,72,42
54359,2,15.9,SBST,72,43
55321,2,16.3,SBST,72,44
55509,2,16.7,SBST,72,45
55509,1,0,SBST,72A,1
55329,1,0.6,SBST,72A,2
54351,1,1.1,SBST,72A,3
54471,1,1.5,SBST,72A,4
54481,1,1.8,SBST,72A,5
54491,1,2.3,SBST,72A,6
54501,1,2.5,SBST,72A,7
54651,1,2.9,SBST,72A,8
66451,1,3.2,SBST,72A,9
66461,1,3.5,SBST,72A,10
66471,1,3.8,SBST,72A,11
64119,1,4.3,SBST,72A,12
64491,1,4.7,SBST,72A,13
64481,1,4.9,SBST,72A,14
64471,1,5.2,SBST,72A,15
64419,1,5.6,SBST,72A,16
64331,1,6,SBST,72A,17
64521,1,6.3,SBST,72A,18
64559,1,6.5,SBST,72A,19
64549,1,6.7,SBST,72A,20
55509,1,0,SBST,72B,1
55329,1,0.6,SBST,72B,2
54351,1,1.1,SBST,72B,3
54471,1,1.5,SBST,72B,4
54481,1,1.8,SBST,72B,5
54009,1,0,SBST,73,1
54261,1,0.4,SBST,73,2
54271,1,0.7,SBST,73,3
54281,1,1,SBST,73,4
54291,1,1.3,SBST,73,5
54301,1,1.8,SBST,73,6
66341,1,2.1,SBST,73,7
66331,1,2.7,SBST,73,8
66421,1,3.3,SBST,73,9
66431,1,3.7,SBST,73,10
64109,1,4.4,SBST,73,11
63219,1,4.8,SBST,73,12
63209,1,5.1,SBST,73,13
66149,1,5.7,SBST,73,14
66139,1,6,SBST,73,15
66271,1,6.5,SBST,73,16
66129,1,7,SBST,73,17
66119,1,7.5,SBST,73,18
66039,1,7.8,SBST,73,19
66029,1,8.6,SBST,73,20
66019,1,9.1,SBST,73,21
52069,1,9.6,SBST,73,22
52059,1,9.9,SBST,73,23
52361,1,10.5,SBST,73,24
52279,1,11.1,SBST,73,25
52259,1,11.6,SBST,73,26
52501,1,12,SBST,73,27
52009,1,12.4,SBST,73,28
52509,1,12.9,SBST,73,29
52251,1,13.2,SBST,73,30
52271,1,13.7,SBST,73,31
52369,1,14.3,SBST,73,32
52051,1,15.1,SBST,73,33
52061,1,15.6,SBST,73,34
66011,1,16.2,SBST,73,35
66021,1,16.7,SBST,73,36
66031,1,17.3,SBST,73,37
66111,1,17.8,SBST,73,38
66121,1,18.2,SBST,73,39
66271,1,18.6,SBST,73,40
66131,1,19.1,SBST,73,41
66141,1,19.3,SBST,73,42
63191,1,19.6,SBST,73,43
63201,1,19.8,SBST,73,44
63211,1,20.1,SBST,73,45
64101,1,20.6,SBST,73,46
66439,1,21.2,SBST,73,47
66429,1,21.8,SBST,73,48
66339,1,22.2,SBST,73,49
66349,1,22.8,SBST,73,50
54309,1,23.1,SBST,73,51
54299,1,23.7,SBST,73,52
54289,1,24,SBST,73,53
54279,1,24.3,SBST,73,54
54269,1,24.6,SBST,73,55
54009,1,24.9,SBST,73,56
54009,1,0,SBST,73A,1
54261,1,0.4,SBST,73A,2
54271,1,0.7,SBST,73A,3
54281,1,1,SBST,73A,4
54291,1,1.3,SBST,73A,5
54301,1,1.8,SBST,73A,6
66341,1,2.1,SBST,73A,7
66331,1,2.7,SBST,73A,8
66421,1,3.3,SBST,73A,9
66431,1,3.7,SBST,73A,10
64109,1,4.4,SBST,73A,11
63219,1,4.8,SBST,73A,12
63209,1,5.1,SBST,73A,13
66149,1,5.7,SBST,73A,14
66139,1,6,SBST,73A,15
66271,1,6.5,SBST,73A,16
66129,1,7,SBST,73A,17
66119,1,7.5,SBST,73A,18
66039,1,7.8,SBST,73A,19
66029,1,8.6,SBST,73A,20
66019,1,9.1,SBST,73A,21
52069,1,9.6,SBST,73A,22
52059,1,9.8,SBST,73A,23
52361,1,10.4,SBST,73A,24
52279,1,11,SBST,73A,25
52259,1,11.5,SBST,73A,26
52501,1,11.9,SBST,73A,27
52009,1,12.3,SBST,73A,28
64009,1,0,SBST,74,1
64041,1,0.7,SBST,74,2
64051,1,1.1,SBST,74,3
64071,1,1.6,SBST,74,4
64039,1,2.1,SBST,74,5
64369,1,2.4,SBST,74,6
64359,1,2.7,SBST,74,7
64349,1,3.1,SBST,74,8
63379,1,3.4,SBST,74,9
63389,1,3.8,SBST,74,10
63399,1,4.1,SBST,74,11
63319,1,4.4,SBST,74,12
66109,1,4.9,SBST,74,13
66339,1,5.4,SBST,74,14
66349,1,6,SBST,74,15
54309,1,6.3,SBST,74,16
54299,1,6.9,SBST,74,17
54289,1,7.2,SBST,74,18
54279,1,7.5,SBST,74,19
54269,1,7.8,SBST,74,20
54248,1,8.3,SBST,74,21
54019,1,8.8,SBST,74,22
53169,1,9.3,SBST,74,23
53159,1,9.6,SBST,74,24
53149,1,10.1,SBST,74,25
53139,1,10.4,SBST,74,26
53019,1,11.3,SBST,74,27
51079,1,11.9,SBST,74,28
51119,1,12.4,SBST,74,29
41169,1,14,SBST,74,30
41139,1,14.8,SBST,74,31
41129,1,15.3,SBST,74,32
41031,1,15.7,SBST,74,33
41041,1,15.9,SBST,74,34
41051,1,16.3,SBST,74,35
41061,1,16.5,SBST,74,36
41071,1,16.9,SBST,74,37
41081,1,17.5,SBST,74,38
42011,1,17.8,SBST,74,39
42021,1,18.1,SBST,74,40
42031,1,18.4,SBST,74,41
42041,1,18.8,SBST,74,42
42051,1,19.3,SBST,74,43
42061,1,19.6,SBST,74,44
42149,1,19.9,SBST,74,45
12109,1,20.5,SBST,74,46
12099,1,20.9,SBST,74,47
12089,1,21.1,SBST,74,48
12079,1,21.6,SBST,74,49
12069,1,21.9,SBST,74,50
17119,1,22.4,SBST,74,51
17109,1,22.6,SBST,74,52
19049,1,23.1,SBST,74,53
19039,1,23.6,SBST,74,54
19029,1,24.1,SBST,74,55
19099,1,24.5,SBST,74,56
19071,1,24.8,SBST,74,57
19081,1,25.1,SBST,74,58
18111,1,25.4,SBST,74,59
18141,1,26.1,SBST,74,60
11361,1,26.5,SBST,74,61
11189,1,26.8,SBST,74,62
11389,1,27.3,SBST,74,63
11379,1,27.5,SBST,74,64
11379,2,0,SBST,74,1
11381,2,0.3,SBST,74,2
11181,2,0.7,SBST,74,3
11369,2,1,SBST,74,4
18149,2,1.6,SBST,74,5
18119,2,2.1,SBST,74,6
19089,2,2.6,SBST,74,7
19091,2,3.1,SBST,74,8
19021,2,3.5,SBST,74,9
19031,2,3.9,SBST,74,10
19041,2,4.3,SBST,74,11
17101,2,5,SBST,74,12
17111,2,5.4,SBST,74,13
12061,2,5.8,SBST,74,14
12071,2,6.1,SBST,74,15
12081,2,6.6,SBST,74,16
12091,2,7,SBST,74,17
12101,2,7.4,SBST,74,18
42141,2,7.8,SBST,74,19
42059,2,8.4,SBST,74,20
42049,2,8.6,SBST,74,21
42039,2,9,SBST,74,22
42029,2,9.5,SBST,74,23
42019,2,10,SBST,74,24
41089,2,10.4,SBST,74,25
41079,2,10.8,SBST,74,26
41069,2,11.4,SBST,74,27
41049,2,11.8,SBST,74,28
41121,2,12.3,SBST,74,29
41131,2,12.8,SBST,74,30
41161,2,13.6,SBST,74,31
51111,2,15.3,SBST,74,32
51071,2,15.7,SBST,74,33
53011,2,16.2,SBST,74,34
53121,2,16.9,SBST,74,35
53131,2,17.4,SBST,74,36
53141,2,17.7,SBST,74,37
53151,2,18.1,SBST,74,38
53161,2,18.4,SBST,74,39
54011,2,18.8,SBST,74,40
54241,2,19.3,SBST,74,41
54261,2,19.8,SBST,74,42
54271,2,20.1,SBST,74,43
54281,2,20.4,SBST,74,44
54291,2,20.7,SBST,74,45
54301,2,21.2,SBST,74,46
66341,2,21.5,SBST,74,47
66331,2,22.1,SBST,74,48
66101,2,22.5,SBST,74,49
63311,2,23,SBST,74,50
63391,2,23.4,SBST,74,51
63381,2,23.7,SBST,74,52
63371,2,24.1,SBST,74,53
64341,2,24.4,SBST,74,54
64351,2,24.7,SBST,74,55
64361,2,25,SBST,74,56
64031,2,25.4,SBST,74,57
64079,2,25.9,SBST,74,58
64059,2,26.4,SBST,74,59
64049,2,26.7,SBST,74,60
64009,2,27.4,SBST,74,61
64009,1,0,SBST,74e,1
64041,1,0.7,SBST,74e,2
64051,1,1.1,SBST,74e,3
64071,1,1.6,SBST,74e,4
64039,1,2.1,SBST,74e,5
64369,1,2.4,SBST,74e,6
64359,1,2.7,SBST,74e,7
64349,1,3.1,SBST,74e,8
63389,1,3.8,SBST,74e,10
63399,1,4.1,SBST,74e,11
63319,1,4.4,SBST,74e,12
66109,1,4.9,SBST,74e,13
66339,1,5.4,SBST,74e,14
54299,1,6.9,SBST,74e,17
54289,1,7.2,SBST,74e,18
54279,1,7.5,SBST,74e,19
54269,1,7.8,SBST,74e,20
54248,1,8.3,SBST,74e,21
53169,1,9.3,SBST,74e,23
53159,1,9.6,SBST,74e,24
53149,1,10.1,SBST,74e,25
53139,1,10.4,SBST,74e,26
42149,1,19.9,SBST,74e,27
12109,1,20.5,SBST,74e,28
12099,1,20.9,SBST,74e,29
12089,1,21.1,SBST,74e,30
12079,1,21.6,SBST,74e,31
12069,1,21.9,SBST,74e,32
17119,1,22.4,SBST,74e,33
17109,1,22.6,SBST,74e,34
19049,1,23.1,SBST,74e,35
19039,1,23.6,SBST,74e,36
11189,1,26.8,SBST,74e,37
11389,1,27.3,SBST,74e,38
11379,1,27.5,SBST,74e,39
11379,2,0,SBST,74e,1
11381,2,0.3,SBST,74e,2
11181,2,0.7,SBST,74e,3
19021,2,3.5,SBST,74e,4
19031,2,3.9,SBST,74e,5
19041,2,4.3,SBST,74e,6
17101,2,5,SBST,74e,7
17111,2,5.4,SBST,74e,8
12061,2,5.8,SBST,74e,9
12071,2,6.1,SBST,74e,10
12081,2,6.6,SBST,74e,11
12091,2,7,SBST,74e,12
12101,2,7.4,SBST,74e,13
42141,2,7.8,SBST,74e,14
53121,2,16.9,SBST,74e,15
53131,2,17.4,SBST,74e,16
53141,2,17.7,SBST,74e,17
53151,2,18.1,SBST,74e,18
53161,2,18.4,SBST,74e,19
54241,2,19.3,SBST,74e,21
54261,2,19.8,SBST,74e,22
54271,2,20.1,SBST,74e,23
54281,2,20.4,SBST,74e,24
54291,2,20.7,SBST,74e,25
66331,2,22.1,SBST,74e,28
66101,2,22.5,SBST,74e,29
63311,2,23,SBST,74e,30
63391,2,23.4,SBST,74e,31
63381,2,23.7,SBST,74e,32
64341,2,24.4,SBST,74e,34
64351,2,24.7,SBST,74e,35
64361,2,25,SBST,74e,36
64031,2,25.4,SBST,74e,37
64079,2,25.9,SBST,74e,38
64059,2,26.4,SBST,74e,39
64049,2,26.7,SBST,74e,40
64009,2,27.4,SBST,74e,41
48009,1,0,SMRT,75,1
44049,1,0.5,SMRT,75,2
44251,1,0.7,SMRT,75,3
44739,1,1.1,SMRT,75,4
44201,1,1.5,SMRT,75,5
44211,1,1.8,SMRT,75,6
43139,1,2.4,SMRT,75,7
43129,1,2.8,SMRT,75,8
43099,1,3.3,SMRT,75,9
43089,1,3.6,SMRT,75,10
43069,1,4.1,SMRT,75,11
43059,1,4.5,SMRT,75,12
43049,1,4.8,SMRT,75,13
43029,1,5.3,SMRT,75,14
43019,1,5.8,SMRT,75,15
42119,1,6.1,SMRT,75,16
42109,1,6.7,SMRT,75,17
42089,1,7.1,SMRT,75,18
42149,1,7.6,SMRT,75,19
12109,1,8.2,SMRT,75,20
12099,1,8.6,SMRT,75,21
12089,1,8.8,SMRT,75,22
12079,1,9.3,SMRT,75,23
12069,1,9.6,SMRT,75,24
12119,1,9.9,SMRT,75,25
12059,1,10.1,SMRT,75,26
12049,1,10.4,SMRT,75,27
12039,1,10.8,SMRT,75,28
12029,1,11.1,SMRT,75,29
11299,1,11.5,SMRT,75,30
11289,1,11.9,SMRT,75,31
11279,1,12.2,SMRT,75,32
11269,1,12.7,SMRT,75,33
11239,1,13.6,SMRT,75,34
11229,1,14,SMRT,75,35
11219,1,14.2,SMRT,75,36
11209,1,14.6,SMRT,75,37
13029,1,15,SMRT,75,38
13019,1,15.7,SMRT,75,39
9139,1,16.3,SMRT,75,40
13189,1,16.7,SMRT,75,41
13179,1,17,SMRT,75,42
13169,1,17.2,SMRT,75,43
13159,1,17.5,SMRT,75,44
13139,1,17.9,SMRT,75,45
13119,1,18.1,SMRT,75,46
6129,1,18.5,SMRT,75,47
6069,1,19,SMRT,75,48
6049,1,19.2,SMRT,75,49
6029,1,19.7,SMRT,75,50
5519,1,20.5,SMRT,75,51
5629,1,20.8,SMRT,75,52
3222,1,21.2,SMRT,75,53
3111,1,21.9,SMRT,75,54
3031,1,22.5,SMRT,75,55
3011,1,23.1,SMRT,75,56
2111,1,23.7,SMRT,75,57
2089,1,24.4,SMRT,75,58
2099,1,24.7,SMRT,75,59
2099,2,0,SMRT,75,1
2101,2,0.4,SMRT,75,2
2051,2,0.8,SMRT,75,3
2061,2,1.1,SMRT,75,4
2029,2,1.7,SMRT,75,5
3019,2,2.3,SMRT,75,6
3059,2,2.6,SMRT,75,7
3129,2,3,SMRT,75,8
3218,2,3.5,SMRT,75,9
5631,2,4.5,SMRT,75,10
5521,2,4.9,SMRT,75,11
6011,2,5.5,SMRT,75,12
6051,2,6.1,SMRT,75,13
6071,2,6.3,SMRT,75,14
6081,2,6.5,SMRT,75,15
6131,2,7,SMRT,75,16
13121,2,7.3,SMRT,75,17
13141,2,7.7,SMRT,75,18
13171,2,8.2,SMRT,75,19
13181,2,8.5,SMRT,75,20
9131,2,9,SMRT,75,21
9141,2,9.3,SMRT,75,22
13011,2,9.6,SMRT,75,23
13021,2,10.2,SMRT,75,24
11201,2,10.5,SMRT,75,25
11211,2,10.8,SMRT,75,26
11221,2,11.3,SMRT,75,27
11231,2,11.8,SMRT,75,28
11261,2,12.6,SMRT,75,29
11271,2,13.2,SMRT,75,30
11281,2,13.5,SMRT,75,31
11291,2,13.9,SMRT,75,32
12021,2,14.3,SMRT,75,33
12031,2,14.7,SMRT,75,34
12041,2,15.1,SMRT,75,35
12051,2,15.4,SMRT,75,36
12111,2,15.6,SMRT,75,37
12061,2,16.1,SMRT,75,38
12071,2,16.4,SMRT,75,39
12081,2,16.9,SMRT,75,40
12091,2,17.3,SMRT,75,41
12101,2,17.7,SMRT,75,42
42141,2,18.1,SMRT,75,43
42071,2,18.5,SMRT,75,44
42091,2,19,SMRT,75,45
42111,2,19.5,SMRT,75,46
43011,2,19.7,SMRT,75,47
43021,2,20.2,SMRT,75,48
43041,2,20.7,SMRT,75,49
43051,2,21.3,SMRT,75,50
43061,2,21.6,SMRT,75,51
43071,2,21.8,SMRT,75,52
43081,2,22,SMRT,75,53
43121,2,22.7,SMRT,75,54
43131,2,23.2,SMRT,75,55
44219,2,23.7,SMRT,75,56
44209,2,24,SMRT,75,57
44731,2,24.4,SMRT,75,58
44259,2,24.7,SMRT,75,59
44041,2,25.1,SMRT,75,60
48009,2,25.5,SMRT,75,62
48009,1,0,SMRT,75A,1
44049,1,0.5,SMRT,75A,2
44251,1,0.7,SMRT,75A,3
44739,1,1.1,SMRT,75A,4
44201,1,1.5,SMRT,75A,5
44211,1,1.8,SMRT,75A,6
43139,1,2.4,SMRT,75A,7
43129,1,2.8,SMRT,75A,8
43099,1,3.3,SMRT,75A,9
43089,1,3.6,SMRT,75A,10
43069,1,4.1,SMRT,75A,11
43059,1,4.5,SMRT,75A,12
43049,1,4.8,SMRT,75A,13
43029,1,5.3,SMRT,75A,14
43019,1,5.8,SMRT,75A,15
42119,1,6.1,SMRT,75A,16
42109,1,6.7,SMRT,75A,17
42089,1,7.1,SMRT,75A,18
42149,1,7.6,SMRT,75A,19
12109,1,8.2,SMRT,75A,20
12099,1,8.6,SMRT,75A,21
55509,1,0,SBST,76,1
55159,1,0.5,SBST,76,2
55149,1,0.8,SBST,76,3
55139,1,1.1,SBST,76,4
54209,1,1.4,SBST,76,5
54199,1,1.7,SBST,76,6
54189,1,2.2,SBST,76,7
54221,1,2.6,SBST,76,8
54231,1,2.9,SBST,76,9
54241,1,3.4,SBST,76,10
54261,1,3.9,SBST,76,11
54271,1,4.2,SBST,76,12
54281,1,4.5,SBST,76,13
54291,1,4.8,SBST,76,14
54301,1,5.3,SBST,76,15
66341,1,5.6,SBST,76,16
66331,1,6.2,SBST,76,17
66101,1,6.6,SBST,76,18
63219,1,7.1,SBST,76,19
63209,1,7.4,SBST,76,20
63199,1,7.8,SBST,76,21
63189,1,8.1,SBST,76,22
63179,1,8.3,SBST,76,23
63369,1,8.7,SBST,76,24
63149,1,8.9,SBST,76,25
62059,1,9.5,SBST,76,26
62049,1,9.9,SBST,76,27
62039,1,10.1,SBST,76,28
62029,1,10.5,SBST,76,29
62019,1,10.7,SBST,76,30
70309,1,11,SBST,76,31
70299,1,11.2,SBST,76,32
70289,1,11.5,SBST,76,33
70279,1,12,SBST,76,34
70269,1,12.3,SBST,76,35
70259,1,12.8,SBST,76,36
81101,1,13.2,SBST,76,37
81111,1,13.5,SBST,76,38
82011,1,14,SBST,76,39
82032,1,14.2,SBST,76,40
82009,1,14.9,SBST,76,41
82009,2,0,SBST,76,1
82229,2,0.4,SBST,76,2
82049,2,0.7,SBST,76,3
82029,2,1.1,SBST,76,4
81129,2,1.6,SBST,76,6
81119,2,1.9,SBST,76,7
81109,2,2.2,SBST,76,8
70251,2,2.7,SBST,76,9
70261,2,3.1,SBST,76,10
70271,2,3.3,SBST,76,11
70281,2,3.9,SBST,76,12
70291,2,4.2,SBST,76,13
70301,2,4.5,SBST,76,14
62011,2,4.8,SBST,76,15
62021,2,5,SBST,76,16
62031,2,5.2,SBST,76,17
62041,2,5.6,SBST,76,18
62051,2,6.1,SBST,76,19
63141,2,6.5,SBST,76,20
63361,2,7,SBST,76,21
63181,2,7.4,SBST,76,22
63191,2,7.8,SBST,76,23
63201,2,8,SBST,76,24
63211,2,8.3,SBST,76,25
66109,2,8.6,SBST,76,26
66339,2,9.1,SBST,76,27
66349,2,9.7,SBST,76,28
54309,2,10,SBST,76,29
54299,2,10.6,SBST,76,30
54289,2,10.9,SBST,76,31
54279,2,11.2,SBST,76,32
54269,2,11.5,SBST,76,33
54248,2,12,SBST,76,34
54239,2,12.4,SBST,76,35
54229,2,12.8,SBST,76,36
54181,2,13.3,SBST,76,37
54191,2,13.7,SBST,76,38
54201,2,14,SBST,76,39
55131,2,14.3,SBST,76,40
55141,2,14.6,SBST,76,41
55151,2,15,SBST,76,42
55189,2,15.5,SBST,76,43
55509,2,15.9,SBST,76,44
43009,1,0,TTS,77,1
43179,1,0.6,TTS,77,2
43189,1,1,TTS,77,3
43619,1,1.4,TTS,77,4
43629,1,1.6,TTS,77,5
42319,1,2,TTS,77,6
42201,1,2.6,TTS,77,7
42211,1,2.8,TTS,77,8
42221,1,3.1,TTS,77,9
42231,1,3.4,TTS,77,10
42169,1,3.8,TTS,77,11
42159,1,4,TTS,77,12
42259,1,4.3,TTS,77,13
42089,1,4.7,TTS,77,14
42059,1,5.4,TTS,77,15
42049,1,5.6,TTS,77,16
42039,1,6,TTS,77,17
42029,1,6.5,TTS,77,18
42129,1,7.6,TTS,77,19
42139,1,7.8,TTS,77,20
11349,1,8.2,TTS,77,21
11339,1,8.4,TTS,77,22
11329,1,8.6,TTS,77,23
11319,1,8.9,TTS,77,24
11309,1,9.1,TTS,77,25
11289,1,9.5,TTS,77,26
11279,1,9.8,TTS,77,27
11269,1,10.3,TTS,77,28
11239,1,11.2,TTS,77,29
11229,1,11.6,TTS,77,30
11219,1,11.8,TTS,77,31
11209,1,12.2,TTS,77,32
13029,1,12.6,TTS,77,33
13019,1,13.3,TTS,77,34
9149,1,13.4,TTS,77,35
9159,1,14,TTS,77,36
9169,1,14.3,TTS,77,37
9179,1,14.6,TTS,77,38
9047,1,14.9,TTS,77,39
9037,1,15.4,TTS,77,40
8138,1,16.1,TTS,77,41
8057,1,16.5,TTS,77,42
8069,1,17,TTS,77,43
4179,1,17.3,TTS,77,44
2049,1,17.7,TTS,77,45
2089,1,18.4,TTS,77,46
2099,2,0,TTS,77,1
2101,2,0.4,TTS,77,2
2051,2,0.8,TTS,77,3
2061,2,1.1,TTS,77,4
4111,2,1.8,TTS,77,5
4121,2,2.2,TTS,77,6
8041,2,2.5,TTS,77,7
8031,2,2.8,TTS,77,8
8111,2,3.3,TTS,77,9
8121,2,3.6,TTS,77,10
9059,2,3.9,TTS,77,11
9022,2,4.4,TTS,77,12
9111,2,4.9,TTS,77,13
9121,2,5.2,TTS,77,14
9131,2,5.8,TTS,77,15
9141,2,6.1,TTS,77,16
13011,2,6.4,TTS,77,17
13021,2,7,TTS,77,18
11201,2,7.3,TTS,77,19
11211,2,7.6,TTS,77,20
11221,2,8.1,TTS,77,21
11231,2,8.6,TTS,77,22
11261,2,9.4,TTS,77,23
11271,2,10,TTS,77,24
11301,2,10.5,TTS,77,25
11311,2,10.8,TTS,77,26
11321,2,11,TTS,77,27
11331,2,11.3,TTS,77,28
11341,2,11.6,TTS,77,29
42131,2,12,TTS,77,30
42011,2,12.4,TTS,77,31
42021,2,12.7,TTS,77,32
42031,2,13,TTS,77,33
42041,2,13.4,TTS,77,34
42051,2,13.9,TTS,77,35
42061,2,14.2,TTS,77,36
42071,2,14.6,TTS,77,37
42151,2,14.9,TTS,77,38
42161,2,15.2,TTS,77,39
42239,2,15.5,TTS,77,40
42229,2,15.7,TTS,77,41
42219,2,16,TTS,77,42
42209,2,16.2,TTS,77,43
42311,2,16.8,TTS,77,44
43621,2,17.2,TTS,77,45
43611,2,17.5,TTS,77,46
43181,2,17.8,TTS,77,47
43171,2,18.2,TTS,77,48
43009,2,18.7,TTS,77,49
28009,1,0,TTS,78,1
